year,r_var,variable,description,documentation,var_type,skip
2019,income_tax_n,N06500,Number of returns with income tax after credits,1040:14:00,Num,NA
2019,income_tax,A06500,Income tax after credits amount,1040:14:00,Num,NA
2019,tax_liability_n,N10300,Number of returns with tax liability,1040:16:00,Num,NA
2019,tax_liability,A10300,Total tax liability amount [15],1040:16:00,Num,NA
2019,medicare_n,N85530,Number of returns with additional Medicare tax,8959:24:00,Num,NA
2019,medicare,A85530,Additional Medicare tax amount,8959:24:00,Num,NA
2019,investment_income_n,N85300,Number of returns with net investment income tax,8960:17:00,Num,NA
2019,investment_income,A85300,Net investment income tax amount,8960:17:00,Num,NA
2019,tax_due_n,N11901,Number of returns with tax due at time of filing,1040:23:00,Num,NA
2019,tax_due,A11901,Tax due at time of filing amount [16],1040:23:00,Num,NA
2019,overpayments_total_n,N11900,Number of returns with total overpayments,1040:20:00,Num,NA
2019,overpayment_total,A11900,Total overpayments amount,1040:20:00,Num,NA
2019,overpayments_n,N11902,Number of returns with overpayments refunded,1040:21a,Num,NA
2019,overpayments,A11902,Overpayments refunded amount [17],1040:21a,Num,NA
2019,credit_next_n,N12000,Number of returns with credit to next year’s estimated tax,1040:22:00,Num,NA
2019,credit_next,A12000,Credited to next year’s estimated tax amount,1040:22:00,Num,NA
2020,st_fips,STATEFIPS,,,Num,NA
2020,state,STATE,,,Char,NA
2020,cty_fips,COUNTYFIPS,,,Num,NA
2020,cty_name,COUNTYNAME,,,Char,NA
2020,agi_stub,AGI_STUB,Size of adjusted gross income,"1 = $1 under $25,000
2 = $25,000 under $50,000
3 = $50,000 under $75,000
4 = $75,000 under $100,000
5 = $100,000 under $200,000
6 = $200,000 or more",Num,NA
2020,return,N1,Number of returns [3],,Num,NA
2020,return_single,MARS1,Number of single returns,Filing status is single,Num,NA
2020,return_joint,MARS2,Number of joint returns,Filing status is married filing jointly,Num,NA
2020,return_head,MARS4,Number of head of household returns,Filing status is head of household,Num,NA
2020,elf,ELF,Number of electronically filed returns,,Num,NA
2020,cprep,CPREP,Number of computer prepared paper returns,,Num,NA
2020,return_paid,PREP,Number of returns with paid preparer's signature,,Num,NA
2020,dir_dep,DIR_DEP,Number of returns with direct deposit,,Num,NA
2020,virtual_currency,VRTCRIND,Number of returns with virtual currency indicator,,Num,NA
2020,exmpt,N2,Number of individuals [4],,Num,NA
2020,total_vita,TOTAL_VITA,Total number of volunteer prepared returns [5],,Num,NA
2020,vita,VITA,Number of volunteer income tax assistance (VITA) prepared returns [5],,Num,NA
2020,tce,TCE,Number of tax counseling for the elderly (TCE) prepared returns [5],,Num,NA
2020,vita_eic,VITA_EIC,Number of volunteer prepared returns with Earned Income Credit [5],,Num,NA
2020,rac,RAC,Number of refund anticipation check returns [6],,Num,NA
2020,elderly,ELDERLY,Number of elderly returns [7],,Num,NA
2020,agi,A00100,Adjust gross income (AGI) [8],1040:11:00,Num,NA
2020,total_income_n,N02650,Number of returns with total income,1040:9,Num,NA
2020,total_income,A02650,Total income amount,1040:9,Num,NA
2020,wages_n,N00200,Number of returns with salaries and wages,1040:1,Num,NA
2020,wages,A00200,Salaries and wages amount,1040:1,Num,NA
2020,interest_n,N00300,Number of returns with taxable interest,1040:2b,Num,NA
2020,interest,A00300,Taxable interest amount,1040:2b,Num,NA
2020,dividends_n,N00600,Number of returns with ordinary dividends,1040:3b,Num,NA
2020,dividends,A00600,Ordinary dividends amount,1040:3b,Num,NA
2020,dividends_qual_n,N00650,Number of returns with qualified dividends,1040:3a,Num,NA
2020,dividends_qual,A00650,Qualified dividends amount [9],1040:3a,Num,NA
2020,state_inc_tax_refund_n,N00700,Number of returns with state and local income tax refunds,Schedule 1:1,Num,NA
2020,state_inc_tax_refund,A00700,State and local income tax refunds amount,Schedule 1:1,Num,NA
2020,bus_net_income_n,N00900,Number of returns with business or professional net income (less loss),Schedule 1:3,Num,NA
2020,bus_net_income,A00900,Business or professional net income (less loss) amount,Schedule 1:3,Num,NA
2020,capital_gain_n,N01000,Number of returns with net capital gain (less loss),1040:7,Num,NA
2020,capital_gain,A01000,Net capital gain (less loss) amount,1040:7,Num,NA
2020,ira_n,N01400,Number of returns with taxable individual retirement arrangements distributions,1040:4b,Num,NA
2020,ira,A01400,Taxable individual retirement arrangements distributions amount,1040:4b,Num,NA
2020,pensions_n,N01700,Number of returns with taxable pensions and annuities,1040:5b,Num,NA
2020,pensions,A01700,Taxable pensions and annuities amount,1040:5b,Num,NA
2020,farm_n,SCHF,Number of farm returns,Schedule 1:6,Num,NA
2020,unemployment_n,N02300,Number of returns with unemployment compensation,Schedule 1:7,Num,NA
2020,unemployment,A02300,Unemployment compensation amount [10],Schedule 1:7,Num,NA
2020,social_security_n,N02500,Number of returns with taxable Social Security benefits,1040:6b,Num,NA
2020,social_security,A02500,Taxable Social Security benefits amount,1040:6b,Num,NA
2020,s_corp_n,N26270,Number of returns with partnership/S-corp net income (less loss),Schedule E:32,Num,NA
2020,s_corp,A26270,Partnership/S-corp net income (less loss) amount,Schedule E:32,Num,NA
2020,statutory_n,N02900,Number of returns with total statutory adjustments,Schedule 1:22,Num,NA
2020,statutory,A02900,Total statutory adjustments amount,Schedule 1:22,Num,NA
2020,educator_n,N03220,Number of returns with educator expenses,Schedule 1:10,Num,NA
2020,educator,A03220,Educator expenses amount,Schedule 1:10,Num,NA
2020,self_employ_n,N03300,Number of returns with Self-employed (Keogh) retirement plans,Schedule 1:15,Num,NA
2020,self_employ,A03300,Self-employed (Keogh) retirement plans amount,Schedule 1:15,Num,NA
2020,self_health_insurance_n,N03270,Number of returns with Self-employed health insurance deduction,Schedule 1:16,Num,NA
2020,self_health_insurance,A03270,Self-employed health insurance deduction amount,Schedule 1:16,Num,NA
2020,ira_payments_n,N03150,Number of returns with Individual retirement arrangement payments,Schedule 1:19,Num,NA
2020,ira_deduction,A03150,Individual retirement arrangement payments amount,Schedule 1:19,Num,NA
2020,student_loan_n,N03210,Number of returns with student loan interest deduction,Schedule 1:20,Num,NA
2020,student_loan,A03210,Student loan interest deduction amount,Schedule 1:20,Num,NA
2020,charitable_standard_n,N02910,Number of returns with charitable contributions if took standard deduction,1040:10b,Num,NA
2020,charitable_standard,A02910,Charitable contributions if took standard deduction,1040:10b,Num,NA
2020,standard_deduction_n,N04450,Number of returns with total standard deduction,1040:12:00,Num,NA
2020,standard_deduction,A04450,Total standard deduction amount,1040:12:00,Num,NA
2020,basic_standard_n,N04100,Number of returns with basic standard deduction,1040:12:00,Num,NA
2020,basic_standard,A04100,Basic standard deduction amount,1040:12:00,Num,NA
2020,additional_standard_n,N04200,Number of returns with additional standard deduction,1040:12:00,Num,NA
2020,additional_standard,A04200,Additional standard deduction amount,1040:12:00,Num,NA
2020,itemized_n,N04470,Number of returns with itemized deductions,1040:12:00,Num,NA
2020,itemized,A04470,Total itemized deductions amount,1040:12:00,Num,NA
2020,itemized_agi,A00101,Amount of AGI for itemized returns,1040:11:00,Num,NA
2020,medical_dental_n,N17000,Number of returns with Total medical and dental expense deduction,Schedule A:4,Num,NA
2020,medical_dental,A17000,Total medical and dental expense deduction amount,Schedule A:4,Num,NA
2020,state_inc_tax_n,N18425,Number of returns with State and local income taxes,Schedule A:5a,Num,NA
2020,state_inc_tax,A18425,State and local income taxes amount,Schedule A:5a,Num,NA
2020,state_general_tax_n,N18450,Number of returns with State and local general sales tax,Schedule A:5a,Num,NA
2020,state_general_tax,A18450,State and local general sales tax amount,Schedule A:5a,Num,NA
2020,real_estate_tax_n,N18500,Number of returns with real estate taxes,Schedule A:5b,Num,NA
2020,real_estate_tax,A18500,Real estate taxes amount,Schedule A:5b,Num,NA
2020,personal_prop_tax_n,N18800,Number of returns with Personal property taxes,Schedule A:5c,Num,NA
2020,personal_prop_tax,A18800,Personal property taxes amount,Schedule A:5c,Num,NA
2020,limited_state_local_tax_n,N18460,Number of returns with Limited state and local taxes,Schedule A:5e,Num,NA
2020,limited_state_local_tax,A18460,Limited state and local taxes,Schedule A:5e,Num,NA
2020,taxes_n,N18300,Number of returns with Total taxes paid,Schedule A:7,Num,NA
2020,taxes,A18300,Total taxes paid amount,Schedule A:7,Num,NA
2020,mortgage_interest_n,N19300,Number of returns with Home mortgage interest paid,Schedule A:8a,Num,NA
2020,mortgage_interest,A19300,Home mortgage interest paid amount,Schedule A:8a,Num,NA
2020,mortgage_seller_n,N19500,Number of returns with Home mortgage from personal seller,Schedule A:8b,Num,NA
2020,mortgage_seller,A19500,Home mortgage from personal seller amount,Schedule A:8b,Num,NA
2020,deductible_n,N19530,Number of returns with Deductible points,Schedule A:8c,Num,NA
2020,deductible,A19530,Deductible points amount,Schedule A:8c,Num,NA
2020,qual_mortgage_n,N19550,Number of returns with Qualified mortgage insurance premiums,Schedule A:8d,Num,NA
2020,qual_mortgage,A19550,Qualified mortgage insurance premiums amount,Schedule A:8d,Num,NA
2020,investment_interest_n,N19570,Number of returns with Investment interest paid,Schedule A:9,Num,NA
2020,investment_interest,A19570,Investment interest paid amount,Schedule A:9,Num,NA
2020,contributions_n,N19700,Number of returns with Total charitable contributions,Schedule A:14,Num,NA
2020,contributions,A19700,Total charitable contributions amount,Schedule A:14,Num,NA
2020,other_miscellaneous_n,N20950,Number of returns with Other non-limited miscellaneous deductions,Schedule A:16,Num,NA
2020,other_miscellaneous,A20950,Other non-limited miscellaneous deductions amount,Schedule A:16,Num,NA
2020,qual_bus_income_deduction_n,N04475,Number of returns with Qualified business income deduction,1040:13:00,Num,NA
2020,qual_bus_income_deduction,A04475,Qualified business income deduction,1040:13:00,Num,NA
2020,taxable_inc_n,N04800,Number of returns with taxable income,1040:15:00,Num,NA
2020,taxable_inc,A04800,Taxable income amount,1040:15:00,Num,NA
2020,taxable_inc_before_n,N05800,Number of returns with income tax before credits,1040:16:00,Num,NA
2020,taxable_inc_before,A05800,Income tax before credits amount,1040:16:00,Num,NA
2020,alternative_minimum_n,N09600,Number of returns with alternative minimum tax,Schedule 2:1,Num,NA
2020,alternative_minimum,A09600,Alternative minimum tax amount,Schedule 2:1,Num,NA
2020,excess_premium_credit_n,N05780,Number of returns with excess advance premium tax credit repayment,Schedule 2:2,Num,NA
2020,excess_premium_credit,A05780,Excess advance premium tax credit repayment amount,Schedule 2:2,Num,NA
2020,tax_credits_n,N07100,Number of returns with total tax credits [11],1040:21:00,Num,NA
2020,tax_credits,A07100,Total tax credits amount,1040:21:00,Num,NA
2020,foreign_tax_n,N07300,Number of returns with foreign tax credit,Schedule 3:1,Num,NA
2020,foreign_tax,A07300,Foreign tax credit amount,Schedule 3:1,Num,NA
2020,child_dependent_credit_n,N07180,Number of returns with child and dependent care credit,Schedule 3:2,Num,NA
2020,child_dependent_credit,A07180,Child and dependent care credit amount,Schedule 3:2,Num,NA
2020,education_nonrefund_n,N07230,Number of returns with nonrefundable education credit,Schedule 3:3,Num,NA
2020,education_nonrefund,A07230,Nonrefundable education credit amount,Schedule 3:3,Num,NA
2020,retire_savings_n,N07240,Number of returns with retirement savings contribution credit,Schedule 3:4,Num,NA
2020,retire_savings,A07240,Retirement savings contribution credit amount,Schedule 3:4,Num,NA
2020,child_tax_n,N07225,Number of returns with child and other dependent credit,1040:19:00,Num,NA
2020,child_tax,A07225,Child and other dependent credit amount,1040:19:00,Num,NA
2020,res_energy_credit_n,N07260,Number of returns with residential energy tax credit,Schedule 3:5,Num,NA
2020,res_energy_credit,A07260,Residential energy tax credit amount,Schedule 3:5,Num,NA
2020,self_employ_tax_n,N09400,Number of returns with self-employment tax,Schedule 2:4,Num,NA
2020,self_employ_tax,A09400,Self-employment tax amount,Schedule 2:4,Num,NA
2020,premium_credit_n,N85770,Number of returns with total premium tax credit,8962:24:00,Num,NA
2020,premium_credit,A85770,Total premium tax credit amount,8962:24:00,Num,NA
2020,advance_premium_credit_n,N85775,Number of returns with advance premium tax credit,8962:25:00,Num,NA
2020,advance_premium_credit,A85775,Advance premium tax credit amount,8962:25:00,Num,NA
2020,tax_payments_n,N10600,Number of returns with total tax payments,1040:33:00,Num,NA
2020,tax_payments,A10600,Total tax payments amount,1040:33:00,Num,NA
2020,earned_income_n,N59660,Number of returns with earned income credit,1040:27:00,Num,NA
2020,earned_income,A59660,Earned income credit amount [12],1040:27:00,Num,NA
2020,excess_earned_income_n,N59720,Number of returns with excess earned income credit,1040:27:00,Num,NA
2020,excess_earned_income,A59720,Excess earned income credit (refundable) amount [13],1040:27:00,Num,NA
2020,additional_child_credit_n,N11070,Number of returns with additional child tax credit,1040:28:00,Num,NA
2020,additional_child_credit,A11070,Additional child tax credit amount,1040:28:00,Num,NA
2020,education_refund_n,N10960,Number of returns with refundable education credit [14],1040:29:00,Num,NA
2020,education_refund,A10960,Refundable education credit amount,1040:29:00,Num,NA
2020,net_premium_credit_n,N11560,Number of returns with net premium tax credit,Schedule 3:8,Num,NA
2020,net_premium_credit,A11560,Net premium tax credit amount,Schedule 3:8,Num,NA
2020,qual_sick_n,N11450,Number of returns with qualified sick and family leave credit,Schedule 3:12b,Num,NA
2020,qual_sick,A11450,Qualified sick and family leave credit amount,Schedule 3:12b,Num,NA
2020,recovery_rebate_n,N10970,Number of returns with recovery rebate credit,1040:30:00,Num,NA
2020,recovery_rebate,A10970,Recovery rebate credit amount [15],1040:30:00,Num,NA
2020,econ_impact_1_n,N10971,Number of returns with economic impact payment first round,,Num,NA
2020,econ_impact_1,A10971,"Economic impact payment first round amount [16, 17]",,Num,NA
2020,econ_impact_2_n,N10973,Number of returns with economic impact payment second round,,Num,NA
2020,econ_impact_2,A10973,"Economic impact payment second round amount [17, 18]",,Num,NA
2020,income_tax_n,N06500,Number of returns with income tax after credits,1040:22:00,Num,NA
2020,income_tax,A06500,Income tax after credits amount,1040:22:00,Num,NA
2020,tax_liability_n,N10300,Number of returns with tax liability,1040:24:00,Num,NA
2020,tax_liability,A10300,Total tax liability amount [19],1040:24:00,Num,NA
2020,medicare_n,N85530,Number of returns with additional Medicare tax,8959:24:00,Num,NA
2020,medicare,A85530,Additional Medicare tax amount,8959:24:00,Num,NA
2020,investment_income_n,N85300,Number of returns with net investment income tax,8960:17:00,Num,NA
2020,investment_income,A85300,Net investment income tax amount,8960:17:00,Num,NA
2020,tax_due_n,N11901,Number of returns with tax due at time of filing,1040:37:00,Num,NA
2020,tax_due,A11901,Tax due at time of filing amount [20],1040:37:00,Num,NA
2020,overpayments_total_n,N11900,Number of returns with total overpayments,1040:34:00,Num,NA
2020,overpayment_total,A11900,Total overpayments amount,1040:34:00,Num,NA
2020,overpayments_n,N11902,Number of returns with overpayments refunded,1040:35a,Num,NA
2020,overpayments,A11902,Overpayments refunded amount [21],1040:35a,Num,NA
2020,credit_next_n,N12000,Number of returns with credit to next year’s estimated tax,1040:36:00,Num,NA
2020,credit_next,A12000,Credited to next year’s estimated tax amount,1040:36:00,Num,NA
